Date,Temperature,Temperature_C,Humidity,Wind_Speed,Solar_Radiation,Pressure,Energy_Consumption,Month,Day_of_Year,Quarter,Year,Week_of_Year,Day_of_Week,Is_Weekend,Season,Temp_Category,Temp_Humidity_Interaction,Wind_Solar_Interaction,Pressure_Temp_Interaction,Temperature_Squared,Humidity_Squared,Wind_Speed_Sqrt,Temp_MA_7,Temp_MA_30,Energy_MA_7,Temp_Lag_1,Temp_Lag_7,Energy_Lag_1
1988-12-24,19.8,19.8,76.3688277488543,1.3870862599662876,128.52526107957894,1001.198583955382,1041.6556860683556,12,359,4,1988,51,5,1,Winter,Moderate,1512.1027894273152,178.27562370206383,19823.731962316564,392.04,5832.197851734179,1.177746262981245,15.742857142857144,15.076666666666666,975.3848345894331,17.3,16.6,891.3974185452679
1988-12-25,15.8,15.8,75.28261608185306,3.670704980823026,161.43100064578812,1013.7608325081486,1021.2317777087825,12,360,4,1988,51,6,1,Winter,Moderate,1189.4653340932784,592.5655781297396,16017.42115362875,249.64000000000001,5667.472284127682,1.9159083957285186,15.5,15.2,996.4299723596852,19.8,17.5,1041.6556860683556
1988-12-26,9.5,9.5,92.72913249944617,2.4165865287627586,124.14657269917262,1015.3700496587867,1199.3640895421702,12,361,4,1988,52,0,0,Winter,Cool,880.9267587447385,300.010935176887,9646.015471758474,90.25,8598.692014099843,1.5545374002457317,14.728571428571428,15.12,1031.3156067534485,15.8,14.9,1021.2317777087825
1988-12-27,12.9,12.9,62.36654081751177,3.112179202001936,138.05748430247576,1023.6263167367899,987.4085794830911,12,362,4,1988,52,1,0,Winter,Cool,804.5283765459019,429.6596313268738,13204.77948590459,166.41,3889.5854135423615,1.7641369567020402,14.62857142857143,15.156666666666666,1026.0504166255434,9.5,13.6,1199.3640895421702
1988-12-28,12.9,12.9,75.0298220713686,0.8645700070949407,67.6964821834462,1027.9433662089448,1096.805586235134,12,363,4,1988,52,2,0,Winter,Cool,967.884704720655,58.5283480816446,13260.469424095389,166.41,5629.4742000612305,0.9298225675336885,14.771428571428572,15.206666666666667,1047.6003826477515,12.9,11.9,987.4085794830911
1988-12-29,14.8,14.8,66.47101309308417,1.037224191785453,212.8885845550152,1002.8052216834233,985.0959944068246,12,364,4,1988,52,3,0,Winter,Cool,983.7709937776457,220.8131900554247,14841.517280914664,219.04000000000002,4418.395581620966,1.0184420414463717,14.714285714285714,15.356666666666666,1031.8513045699465,12.9,15.2,1096.805586235134
1988-12-30,14.1,14.1,84.43807672794522,1.000700980072791,249.01812469733343,1016.5482682952064,1052.6987573672109,12,365,4,1988,52,4,0,Winter,Cool,1190.5768818640274,249.19268144051006,14333.33058296241,198.81,7129.7888015143635,1.000350428636281,14.257142857142856,15.436666666666667,1054.8943529730811,14.8,17.3,985.0959944068246
1989-01-01,14.3,14.3,54.21751418586904,0.4260725655639493,47.14269308831242,990.8269109452881,842.1314791935093,1,1,1,1989,52,6,1,Winter,Cool,775.3104528579273,20.08620819173113,14168.82482651762,204.49,2939.538844494911,0.6527423424016167,13.471428571428573,15.513333333333332,1026.3908948481032,14.1,19.8,1052.6987573672109
1989-01-02,17.4,17.4,76.17507969315922,0.12634111848809473,100.91960849694293,1021.5123337052084,1078.6625234731596,1,2,1,1989,1,0,0,Winter,Moderate,1325.4463866609703,12.750296214884399,17774.314606470627,302.75999999999993,5802.642766259158,0.3554449584508053,13.7,15.513333333333334,1034.595287100157,14.3,15.8,842.1314791935093
1989-01-03,18.5,18.5,62.079540558249775,1.7876699839369223,170.57154234555728,1023.9730128895259,953.3226937103461,1,3,1,1989,1,1,0,Winter,Moderate,1148.4715003276208,304.9256263649784,18943.50073845623,342.25,3853.869355923379,1.3370377645889149,14.985714285714286,15.57,999.4465162670393,17.4,9.5,1078.6625234731596
1989-01-04,16.8,16.8,64.03717734337253,9.059510200782091,474.4732685273282,990.0,703.7271124652549,1,4,1,1989,1,2,0,Winter,Moderate,1075.8245793686585,4298.49541622175,16632.0,282.24,4100.760082106544,3.0099020251134574,15.542857142857143,15.590000000000002,958.9205924073484,18.5,12.9,953.3226937103461
1989-01-05,11.5,11.5,66.3762872667256,0.3650344437508673,66.74954487268423,1009.6078688093005,1040.0715894515836,1,5,1,1989,1,3,0,Winter,Cool,763.3273035673444,24.36588298322384,11610.490491306955,132.25,4405.811511314879,0.6041808038583047,15.342857142857142,15.540000000000001,950.8157357239842,16.8,12.9,703.7271124652549
1989-01-06,9.5,9.5,68.78360594640016,0.0956194117400638,127.78967590688484,1004.0290469951832,938.6071420068428,1,6,1,1989,1,4,0,Winter,Cool,653.4442564908015,12.219173636669733,9538.27594645424,90.25,4731.184446989655,0.3092238861085343,14.585714285714285,15.440000000000001,944.1744710954152,11.5,14.8,1040.0715894515836
1989-01-07,12.2,12.2,63.256564353170624,3.024002552319278,111.07474158478719,1009.5821962507852,899.0837335291556,1,7,1,1989,1,5,1,Winter,Cool,771.7300851086816,335.8903020506007,12316.902794259579,148.83999999999997,4001.3929337668164,1.7389659434040905,14.314285714285715,15.433333333333334,922.2294676899788,9.5,14.1,938.6071420068428
1989-01-08,15.7,15.7,68.22069774755789,0.5822720788942033,203.83441715023176,1007.6007043311073,924.9219431956536,1,8,1,1989,1,6,1,Winter,Moderate,1071.064954636659,118.68708982425369,15819.331057998384,246.48999999999998,4654.063601163651,0.7630675454336944,14.514285714285714,15.42,934.0566768331422,12.2,14.3,899.0837335291556
1989-01-09,16.3,16.3,88.67177086343277,3.539727542606882,66.05620256518023,1012.5637352917425,1127.2837023533898,1,9,1,1989,2,0,0,Winter,Moderate,1445.349865073954,233.82095957998783,16504.788885255402,265.69,7862.682948057125,1.8814163660941408,14.357142857142858,15.29,941.002559530318,15.7,17.4,924.9219431956536
1989-01-10,13.6,13.6,79.78174528422828,2.4343637696472067,95.70382001058474,1022.8732071162568,1150.1516843494705,1,10,1,1989,2,1,0,Winter,Cool,1085.0317358655045,232.97791205060483,13911.075616781092,184.95999999999998,6365.126880597481,1.5602447787597966,13.657142857142857,15.266666666666667,969.1209867644786,16.3,18.5,1127.2837023533898
1989-01-11,12.6,12.6,78.03731888745345,5.825487647253242,617.7658317540204,1009.8625816510176,686.5917788461302,1,11,1,1989,2,2,0,Winter,Cool,983.2702179819134,3598.7872217781705,12724.268528802822,158.76,6089.8231391420995,2.4136046998738716,13.057142857142859,15.32,966.6730819617467,13.6,16.8,1150.1516843494705
1989-01-12,13.8,13.8,58.16690710964194,1.05163229721533,21.049763669361607,1003.1255606593016,966.4387044981017,1,12,1,1989,2,3,0,Winter,Cool,802.7033181130588,22.13661132345054,13843.132737098364,190.44000000000003,3383.389082701714,1.0254912467765533,13.385714285714286,15.3,956.1540983969634,12.6,11.5,686.5917788461302
1989-01-13,12.1,12.1,51.66138757657514,2.1692403101710362,155.83931858152874,1011.0236199374692,902.3184064798157,1,13,1,1989,2,4,0,Winter,Cool,625.1027896765592,338.05293177663833,12233.385801243378,146.41,2668.898966337112,1.4728341081639291,13.757142857142856,15.18,950.969993321674,13.8,9.5,966.4387044981017
1989-01-14,13.4,13.4,79.3295083735663,1.2504342623729647,162.45708809781655,1010.4675405282579,1001.2797863014117,1,14,1,1989,2,5,1,Winter,Cool,1063.0154122057884,203.14190912285298,13540.265043078656,179.56,6293.170898791725,1.1182281799225795,13.928571428571429,14.97,965.5694294319962,12.1,12.2,902.3184064798157
1989-01-15,17.3,17.3,78.14070188794692,1.9916892285057688,114.44903289262017,1012.134056233618,1066.1992288032511,1,15,1,1989,2,6,1,Winter,Moderate,1351.8341426614818,227.946906025134,17509.919172841594,299.29,6105.969291540991,1.4112722021303221,14.157142857142857,14.856666666666667,985.7518988045101,13.4,15.7,1001.2797863014117
1989-01-16,19.4,19.4,87.09006013626473,1.1942160094673746,347.9892588426304,1006.7202326710338,1018.9677239330724,1,16,1,1989,3,0,0,Winter,Moderate,1689.5471666435355,415.5743440325554,19530.372513818056,376.35999999999996,7584.678574538206,1.0928019076975364,14.6,14.706666666666667,970.2781876016077,17.3,16.3,1066.1992288032511
1989-01-17,16.6,16.6,55.94029061046156,0.4180677414204575,190.71718093157875,1016.6262799251452,899.5741887384745,1,17,1,1989,3,1,0,Winter,Moderate,928.608824133662,79.73270108214187,16875.99624675741,275.56000000000006,3129.3161135828936,0.6465815814113928,15.028571428571428,14.706666666666669,934.4814025143224,19.4,13.6,1018.9677239330724
1989-01-18,13.9,13.9,61.55677016959479,1.4181361603312204,505.10151994035306,1025.9342681802084,833.299439243777,1,18,1,1989,3,2,0,Winter,Cool,855.6391053573676,716.3027300656756,14260.486327704897,193.21,3789.235953712315,1.1908552222378757,15.214285714285714,14.586666666666668,955.4396397139863,16.6,12.6,899.5741887384745
1989-01-19,13.1,13.1,40.407737562118484,1.5040295498162755,29.938651172985047,1000.3100694089243,890.9232453792077,1,19,1,1989,3,3,0,Winter,Cool,529.3413620637522,45.028616045811205,13104.061909256907,171.60999999999999,1632.785254889041,1.2263888248904895,15.114285714285714,14.526666666666667,944.6517169827158,13.9,13.8,833.299439243777
1989-01-20,16.0,16.0,59.11293340908691,3.32782883320009,226.07414163735933,1017.5071562003244,850.8085226655627,1,20,1,1989,3,4,0,Winter,Moderate,945.8069345453905,752.3360469817654,16280.11449920519,256.0,3494.338896227143,1.8242337660508563,15.671428571428573,14.606666666666667,937.2931621521082,13.1,12.1,890.9232453792077
1989-01-21,14.5,14.5,79.94855765869171,2.659984627043006,201.19498648848096,1022.5972966027726,1034.6959608589984,1,21,1,1989,3,5,1,Winter,Cool,1159.2540860510298,535.1755710974846,14827.660800740203,210.25,6391.771871705153,1.630945930140851,15.828571428571427,14.693333333333333,942.0669013746204,16.0,13.4,850.8085226655627
1989-01-22,15.0,15.0,58.002569311577034,2.180048288803956,241.50275875249778,1008.6604450292753,911.6151729866451,1,22,1,1989,3,6,1,Winter,Cool,870.0385396736555,526.4876759598175,15129.906675439128,225.0,3364.298046744298,1.4764986585852207,15.5,14.686666666666667,919.9834648293911,14.5,17.3,1034.6959608589984
1989-01-23,12.6,12.6,74.60719692801236,0.24069360358934191,327.4077683433167,1025.5220065555459,1052.6563277817438,1,23,1,1989,4,0,0,Winter,Cool,940.0506812929557,78.80495560569736,12921.577282599877,158.76,5566.233833455217,0.49060534402851946,14.528571428571428,14.53,924.7961225220586,15.0,19.4,911.6151729866451
1989-01-24,12.5,12.5,62.14245341003283,2.550338279484294,418.1734917580851,1012.3942305974855,907.1227867161289,1,24,1,1989,4,1,0,Winter,Cool,776.7806676254104,1066.4838634962543,12654.927882468568,156.25,3861.684515818101,1.5969778581697036,13.942857142857145,14.286666666666665,925.8744936617234,12.6,16.6,1052.6563277817438
1989-01-25,15.2,15.2,69.86085542332341,1.3875153591711755,566.9359602167309,1001.7402233652763,751.0573537433095,1,25,1,1989,4,2,0,Winter,Moderate,1061.8850024345159,786.6323524671726,15226.451395152199,231.04,4880.539120478496,1.177928418526005,14.128571428571428,14.266666666666667,914.1256243045137,12.5,13.9,907.1227867161289
1989-01-26,16.2,16.2,47.78462915276499,4.49051129178969,53.217346089214104,1000.2844092970076,860.5808743231366,1,26,1,1989,4,3,0,Winter,Moderate,774.1109922747928,238.97309353269583,16204.607430611522,262.44,2283.370783267278,2.119082653364349,14.571428571428571,14.490000000000002,909.7909998679321,15.2,13.1,751.0573537433095
1989-01-27,16.5,16.5,66.27814174450852,5.048233241896302,229.3504165124173,1020.8480930945739,933.9488605754458,1,27,1,1989,4,4,0,Winter,Moderate,1093.5893387843905,1157.8143966807474,16843.99353606047,272.25,4392.792073105163,2.246827372518036,14.642857142857142,14.609999999999998,921.6681909979154,16.2,16.0,860.5808743231366
1989-01-28,20.1,20.1,30.0,0.11347213911877813,362.4203042289174,1019.9285787459697,704.3774346160742,1,28,1,1989,4,5,1,Winter,Moderate,603.0,41.12460718093361,20500.56443279399,404.01000000000005,900.0,0.3368562588386597,15.442857142857141,14.85,874.4798301060691,16.5,14.5,933.9488605754458
1989-01-29,20.6,20.6,62.19655762757023,3.436738038527837,153.92180736973825,1028.64290263527,1041.5919344490942,1,29,1,1989,4,6,1,Winter,Moderate,1281.2490871279467,528.9889303465338,21190.043794286565,424.36000000000007,3868.4117807196644,1.85384412465769,16.242857142857144,15.043333333333333,893.0479388864189,20.1,15.0,704.3774346160742
1989-01-30,16.9,16.9,40.5429013442729,0.07685262962158387,72.14385785129149,1019.7071832243578,934.322954891214,1,30,1,1989,5,0,0,Winter,Moderate,685.1750327182119,5.544445186917501,17233.051396491646,285.60999999999996,1643.7268494114453,0.2772230683431375,16.857142857142858,15.136666666666665,876.143171330629,20.6,12.6,1041.5919344490942
1989-01-31,16.5,16.5,83.08991774820224,0.9151057276616221,73.4658863244476,1012.0052759722047,1120.338315775376,1,31,1,1989,5,1,0,Winter,Moderate,1370.983642845337,67.22905336323963,16698.087053541378,272.25,6903.934431403013,0.95661158662313,17.428571428571427,15.21,906.6025326248072,16.9,12.5,934.322954891214
1989-02-01,16.1,16.1,76.66111029146766,1.5630825561171362,91.80049387039845,1017.8230842425578,1113.5860364712617,2,32,1,1989,5,2,0,Winter,Moderate,1234.2438756926294,143.4917506117579,16386.95165630518,259.21000000000004,5876.9258311205695,1.2502330007311182,17.557142857142857,15.166666666666666,958.392344443086,16.5,15.2,1120.338315775376
1989-02-02,14.4,14.4,72.00006472949121,0.3205741347991925,214.97848903132558,1013.7208750410662,1008.7388966745941,2,33,1,1989,5,3,0,Winter,Cool,1036.8009321046736,68.9165431216549,14597.580600591353,207.36,5184.009321050925,0.566192665794244,17.3,15.03,979.55777620758,16.1,16.2,1113.5860364712617
1989-02-03,16.3,16.3,87.8150934073907,2.743314516713594,96.31364168875113,1009.6742687166503,1122.0962708614493,2,34,1,1989,5,4,0,Winter,Moderate,1431.3860225404685,264.21861140230254,16457.690580081402,265.69,7711.4906301487545,1.6562954195171808,17.271428571428572,15.013333333333332,1006.4359776770091,14.4,16.5,1008.7388966745941
1989-02-04,15.7,15.7,50.766252187627444,0.016779600656832646,169.27817380137697,1007.5063712988792,921.1966693571261,2,35,1,1989,5,5,1,Winter,Moderate,797.0301593457508,2.8404201563050155,15817.850029392403,246.48999999999998,2577.2123611777884,0.12953609789102283,16.642857142857146,15.153333333333332,1037.4101540685879,16.3,20.1,1122.0962708614493
1989-02-05,14.2,14.2,91.21044796873338,0.36928621525955835,39.29377621894939,995.7698378086749,1141.020265459568,2,36,1,1989,5,6,1,Winter,Cool,1295.1883611560138,14.510649903151858,14139.931696883183,201.64,8319.345818657019,0.6076892423431226,15.728571428571428,15.309999999999999,1051.6142013557985,15.7,20.6,921.1966693571261
1989-02-06,13.2,13.2,78.98287346390578,1.7387991672629306,39.14194927261959,1005.5785357621568,1047.990554476828,2,37,1,1989,6,0,0,Winter,Cool,1042.5739297235561,68.05998880027882,13273.63667206047,174.23999999999998,6238.294300615351,1.3186353427930448,15.2,15.343333333333334,1067.852429868029,14.2,16.9,1141.020265459568
1989-02-07,16.8,16.8,61.45167069171581,2.506238998350803,259.308348535155,1012.8034998779851,990.0998897236499,2,38,1,1989,6,1,0,Winter,Moderate,1032.3880676208257,649.8886956967478,17015.09879795015,282.24,3776.307830803084,1.5831105452086418,15.242857142857146,15.379999999999999,1049.2469404320682,13.2,16.5,1047.990554476828
1989-02-08,18.5,18.5,82.03430220774416,4.969247844172475,6.816848415299378,990.0,1015.7839228334815,2,39,1,1989,6,2,0,Winter,Moderate,1517.634590843267,33.87460929177699,18315.0,342.25,6729.626738711499,2.2291809805783998,15.585714285714285,15.453333333333331,1035.2752099123852,16.8,16.1,990.0998897236499
1989-02-09,16.7,16.7,48.40559731382549,2.4449298146241505,435.9813373518438,1007.851340896436,822.0022274538335,2,40,1,1989,6,3,0,Winter,Moderate,808.3734751408856,1065.9437703112328,16831.117392970482,278.89,2343.1018513082295,1.5636271341416887,15.914285714285713,15.556666666666668,1008.5985428808481,18.5,14.4,1015.7839228334815
1989-02-10,15.3,15.3,52.632287577084895,2.2281378807833336,216.6647722094971,1022.2057370548332,918.0312782207291,2,41,1,1989,6,4,0,Winter,Moderate,805.2739999293989,482.7589863912726,15639.747776938948,234.09000000000003,2770.157695596965,1.4926948384660992,15.771428571428572,15.646666666666667,979.4464010750308,16.7,16.3,822.0022274538335
1989-02-11,15.9,15.9,55.8711541514045,1.0028767984015738,48.1194167013357,1026.432289012965,992.0526734708333,2,42,1,1989,6,5,1,Winter,Moderate,888.3513510073316,48.25784656238677,16320.273395306143,252.81,3121.585866210004,1.001437366190005,15.799999999999999,15.716666666666667,989.568687376989,15.3,15.7,918.0312782207291
1989-02-12,15.2,15.2,57.06533437903977,0.0025705022165520577,207.47383300420032,1007.7255554437207,948.7580409365252,2,43,1,1989,6,6,1,Winter,Moderate,867.3930825614044,0.5333119476138484,15317.428442744555,231.04,3256.452387791618,0.05070012047867399,15.942857142857145,15.82,962.1026553022685,15.9,14.2,992.0526734708333
1989-02-13,17.5,17.5,49.15163535859621,0.25602872744784316,113.99731731310956,1007.3500097675683,964.1950547422726,2,44,1,1989,7,0,0,Winter,Moderate,860.1536187754336,29.18658808414342,17628.625170932446,306.25,2415.883258424405,0.505992813632608,16.557142857142857,15.956666666666667,950.1318696259035,15.2,13.2,948.7580409365252
1989-02-14,18.3,18.3,83.34624600642988,1.52952072737393,70.15498180761213,1005.8001826228499,1187.8689786712375,2,45,1,1989,7,1,0,Winter,Moderate,1525.2363019176669,107.30349880328373,18406.143341998155,334.89000000000004,6946.596723364329,1.2367379380345418,16.77142857142857,15.99,978.384596618416,17.5,16.8,964.1950547422726
1989-02-15,19.4,19.4,61.117183994452525,2.2486596505706125,374.6520624391314,1007.4160956254769,768.8232451069206,2,46,1,1989,7,2,0,Winter,Moderate,1185.673369492379,842.4649758099365,19543.87225513425,376.35999999999996,3735.310179411764,1.4995531502986523,16.900000000000002,15.99,943.1044998003359,18.3,18.5,1187.8689786712375
1989-02-16,19.4,19.4,70.2875745253532,1.0806746289457896,243.49335245619037,1024.4264898684874,984.737274909614,2,47,1,1989,7,3,0,Winter,Moderate,1363.5789457918518,263.1370883163599,19873.873903448653,376.35999999999996,4940.343132657079,1.0395550148721278,17.285714285714285,16.083333333333332,966.3523637225904,19.4,16.7,768.8232451069206
1989-02-17,19.5,19.5,56.44472950379479,2.6237026901244773,99.16356550265573,1029.292081188074,1057.8494905999928,2,48,1,1989,7,4,0,Winter,Moderate,1100.6722253239984,260.17571357165264,20071.195583167442,380.25,3186.007488756562,1.619784766604649,17.885714285714283,16.27,986.3263940624851,19.4,15.3,984.737274909614
1989-02-18,20.5,20.5,37.69095049177224,1.4757130058001913,83.82608291956578,996.1152316691117,885.3426868619788,2,49,1,1989,7,5,1,Winter,Moderate,772.6644850813309,123.7032407896885,20420.36224921679,420.25,1420.607748973226,1.2147892845264117,18.542857142857144,16.516666666666666,971.0821102612202,19.5,15.9,1057.8494905999928
1989-02-19,15.7,15.7,69.05086037587134,0.15414267692102354,524.6188483903992,1004.8853479937661,839.4750222607704,2,50,1,1989,7,6,1,Winter,Moderate,1084.09850790118,80.86615365412074,15776.699963502128,246.48999999999998,4768.021318648079,0.39261008255140817,18.614285714285717,16.506666666666668,955.4702504503981,20.5,15.2,885.3426868619788
1989-02-20,15.0,15.0,36.31617536870335,0.426426666494795,220.9056850942918,994.365271840917,853.5186938706886,2,51,1,1989,8,0,0,Winter,Cool,544.7426305305502,94.20007490450779,14915.479077613754,225.0,1318.8645934104159,0.6530135270381426,18.257142857142856,16.523333333333333,939.6593417544575,15.7,17.5,839.4750222607704
1989-02-21,16.1,16.1,63.97048930871797,3.6651407181692206,172.04403029221743,1012.7136547500417,937.6093009466649,2,52,1,1989,8,1,0,Winter,Moderate,1029.9248778703595,630.5655807419449,16304.689841475672,259.21000000000004,4092.2235023968005,1.9144557237421869,17.942857142857143,16.56,903.9079592223758,15.0,18.3,853.5186938706886
1989-02-22,14.3,14.3,44.47527441750785,2.5813338932755387,82.99339861567245,1008.116329131442,775.3972515871815,2,53,1,1989,8,2,0,Winter,Cool,635.9964241703623,214.23367276476247,14416.063506579621,204.49,1978.050034512628,1.606653009605851,17.214285714285715,16.616666666666667,904.8471030052702,16.1,19.4,937.6093009466649
1989-02-23,13.0,13.0,94.80913998846212,4.503061407521523,81.56341694932414,1016.5892050887264,1127.0863975311447,2,54,1,1989,8,3,0,Winter,Cool,1232.5188198500075,367.2850751300884,13215.659666153444,169.0,8988.773025351808,2.1220418015490465,16.3,16.633333333333333,925.1826919512032,14.3,19.4,775.3972515871815
1989-02-24,16.2,16.2,78.67044083262083,0.2501227276081484,621.2802756424105,1019.6321842074043,944.0630297745903,2,55,1,1989,8,4,0,Winter,Moderate,1274.4611414884573,155.396317152822,16518.041384159947,262.44,6189.038260798894,0.5001227125497786,15.828571428571431,16.666666666666668,908.92748326186,13.0,19.5,1127.0863975311447
1989-02-25,17.7,17.7,66.5863068690722,9.255349983238926,268.80129310892886,1018.5226182581303,881.9464223201126,2,56,1,1989,8,5,1,Winter,Moderate,1178.5776315825779,2487.850043670326,18027.850343168906,313.28999999999996,4433.736262462252,3.0422606698373045,15.428571428571429,16.716666666666665,908.4423026130218,16.2,20.5,944.0630297745903
1989-02-26,13.2,13.2,83.95560016482003,0.4699432407532499,159.89753310491383,996.5406110223144,1010.0894986371835,2,57,1,1989,8,6,1,Winter,Cool,1108.2139221756242,75.14276489577327,13154.336065494548,174.23999999999998,7048.542799035128,0.6855240628550174,15.071428571428571,16.606666666666666,932.8157992382238,17.7,15.7,881.9464223201126
1989-02-27,15.8,15.8,52.305260338013966,0.023699617538341683,43.919622660074126,1012.7429776749082,1055.5219229383263,2,58,1,1989,9,0,0,Winter,Moderate,826.4231133406207,1.0408782594720416,16001.33904726355,249.64000000000001,2735.840259027417,0.15394680100067581,15.185714285714285,16.463333333333335,961.6734033907433,13.2,15.0,1010.0894986371835
1989-02-28,18.5,18.5,73.15219068005139,11.922211394875937,108.0547115641235,996.0428050929955,950.8402390441865,2,59,1,1989,9,1,0,Winter,Moderate,1353.3155275809506,1288.2511134798258,18426.791894220416,342.25,5351.243001290598,3.4528555421384106,15.528571428571427,16.393333333333334,963.5635374046751,15.8,16.1,1055.5219229383263
1989-03-01,20.4,20.4,67.99715650578071,0.6599933758786732,219.94725971053683,1030.0,1014.7628064581564,3,60,1,1989,9,2,0,Spring,Moderate,1387.1419927179263,145.16373445162048,21012.0,416.15999999999997,4623.613292871636,0.8123997635885138,16.4,16.51,997.7586166719573,18.5,14.3,950.8402390441865
1989-03-02,22.0,22.0,68.96030122000505,2.2053578073750444,362.02290527469216,1009.4532255642713,913.8995284806595,3,61,1,1989,9,3,0,Spring,Moderate,1517.1266268401112,798.3900405961385,22207.97096241397,484.0,4755.52314435383,1.485044715614666,17.685714285714287,16.693333333333335,967.3033496647449,20.4,13.0,1014.7628064581564
1989-03-03,19.7,19.7,84.08530250160152,0.388826286562516,181.7414579910616,999.3353672896353,997.4755102149361,3,62,1,1989,9,4,0,Spring,Moderate,1656.4804592815499,70.66585622512198,19686.906735605815,388.09,7070.338096785835,0.6235593689156759,18.185714285714283,16.813333333333333,974.9337040133659,22.0,16.2,913.8995284806595
1989-03-04,19.6,19.6,75.98738154169703,1.7360896801554673,358.3385705604198,1007.5573450190335,904.41649595019,3,63,1,1989,9,5,1,Spring,Moderate,1489.3526782172619,622.1078943516065,19748.123962373058,384.1600000000001,5774.082153563439,1.3176075592358552,18.457142857142856,16.986666666666668,978.1437145319484,19.7,17.7,997.4755102149361
1989-03-05,20.3,20.3,69.33085494237535,4.687543192349008,183.06251665175782,1015.0788242863333,959.1586716216091,3,64,1,1989,9,6,1,Spring,Moderate,1407.4163553302196,858.1134537052242,20606.100133012565,412.09000000000003,4806.767447040693,2.1650734842838495,19.47142857142857,17.12,970.867882101152,19.6,13.2,904.41649595019
1989-03-06,18.3,18.3,40.17668845657556,0.771857877995389,337.4809778365466,1020.33248472563,844.0479589034265,3,65,1,1989,10,0,0,Spring,Moderate,735.2333987553328,260.48735141672574,18672.08447047903,334.89000000000004,1614.166295336732,0.8785544251754634,19.82857142857143,17.206666666666667,940.6573158104519,20.3,15.8,959.1586716216091
1989-03-07,18.9,18.9,50.59930557080804,2.2188650904226814,135.04283760044387,1026.003095457887,911.8553101973595,3,66,1,1989,10,1,0,Spring,Moderate,956.3268752882719,299.6418380632444,19391.458504154063,357.2099999999999,2560.2897242480058,1.489585543170543,19.885714285714283,17.363333333333333,935.0880402609054,18.3,18.5,844.0479589034265
1989-03-08,20.3,20.3,63.15936599606414,0.41627242572357687,338.01271146885443,1013.6290973059479,892.5984594130744,3,67,1,1989,10,2,0,Spring,Moderate,1282.135129720102,140.70537132854352,20576.670675310743,412.09000000000003,3989.105513024783,0.6451917743768723,19.87142857142857,17.6,917.6359906830364,18.9,20.4,911.8553101973595
1989-03-09,21.4,21.4,66.40058561414976,1.960567596764842,112.89853169650608,1009.6616792553982,1071.3209194405451,3,68,1,1989,10,3,0,Spring,Moderate,1420.9725321428048,221.34520296649828,21606.75993606552,457.9599999999999,4409.037769902032,1.400202698456492,19.785714285714285,17.753333333333334,940.1247608201629,20.3,22.0,892.5984594130744
1989-03-10,18.3,18.3,48.046944129891145,0.8203032006079857,278.3878657806045,1019.8506937093243,982.7554915497059,3,69,1,1989,10,4,0,Spring,Moderate,879.2590775770079,228.3624573102562,18663.267694880637,334.89000000000004,2308.508840220881,0.9057059128701688,19.58571428571429,17.746666666666666,938.0219010108443,21.4,19.7,1071.3209194405451
1989-03-11,17.8,17.8,95.0,0.4745058911216644,194.8577778655025,1019.5763566472441,1092.4468290995899,3,70,1,1989,10,5,1,Spring,Moderate,1691.0,92.4611635280576,18148.459148320944,316.84000000000003,9025.0,0.6888438800785447,19.32857142857143,17.783333333333335,964.8833771750443,18.3,19.6,982.7554915497059
1989-03-12,17.7,17.7,87.74591082880359,0.7513720312460566,13.661062694431184,1014.187784068028,1183.7587501056244,3,71,1,1989,10,6,1,Spring,Moderate,1553.1026216698235,10.264540425694484,17951.123778004094,313.28999999999996,7699.344867176351,0.8668171844432115,18.957142857142856,17.863333333333333,996.9691026727608,17.8,20.3,1092.4468290995899
1989-03-13,12.8,12.8,74.03177480588725,0.3940772108962442,87.88303089779939,1021.0962242712691,1013.0713893002046,3,72,1,1989,11,0,0,Spring,Cool,947.6067175153569,34.632699701313236,13070.031670672244,163.84000000000003,5480.703680909603,0.6277556936390495,18.17142857142857,17.76,1021.1153070151577,17.7,18.3,1183.7587501056244
1989-03-14,15.1,15.1,66.08055291925618,4.643864248072732,772.9690780481201,1006.8975117075042,634.5495600659108,3,73,1,1989,11,1,0,Spring,Moderate,997.8163490807683,3589.563466413406,15204.152426783314,228.01,4366.639474114616,2.154962702246313,17.62857142857143,17.756666666666668,981.5001998535221,12.8,18.9,1013.0713893002046
1989-03-15,15.0,15.0,61.81686545148273,1.0122961156997006,242.2662034870296,1012.7597687263453,912.8425792938295,3,74,1,1989,11,2,0,Spring,Cool,927.2529817722409,245.24513675523332,15191.39653089518,225.0,3821.3248542467186,1.0061292738508807,16.871428571428574,17.673333333333336,984.3922169793443,15.1,20.3,634.5495600659108
1989-03-16,14.8,14.8,50.72122309966647,0.5628150770826598,108.25455155032466,992.670264517628,965.7428664103873,3,75,1,1989,11,3,0,Spring,Cool,750.6741018750638,60.927293775344744,14691.519914860895,219.04000000000002,2572.642472726139,0.7502100219822845,15.928571428571429,17.556666666666665,969.3096379750361,15.0,21.4,912.8425792938295
